personId,PlayerName,season_year,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SeasonStart,Age
201980,Danny Green,2023-24,2,18.45,0,2,0,1,0,0,0,2,2,1,1,0,0,1,0,2024,36.0
201988,Patty Mills,2017-18,82,2107.266666666667,280,682,154,414,105,118,26,128,154,229,55,11,106,128,819,2018,29.0
201988,Patty Mills,2018-19,82,1907.7333333333333,282,663,159,404,88,103,24,158,182,245,49,10,93,129,811,2019,30.0
201988,Patty Mills,2019-20,66,1484.7833333333333,258,598,154,403,97,112,22,86,108,118,53,6,54,105,767,2020,31.0
201988,Patty Mills,2020-21,68,1684.8,252,611,161,429,71,78,18,98,116,162,42,3,66,81,736,2021,32.0
201988,Patty Mills,2021-22,81,2345.7,324,794,227,568,48,59,18,138,156,183,51,17,73,112,923,2022,33.0
201988,Patty Mills,2022-23,40,566.6833333333334,86,209,49,134,25,30,8,36,44,56,15,3,30,32,246,2023,34.0
201988,Patty Mills,2023-24,32,415.31666666666666,46,131,24,87,11,11,9,26,35,34,20,1,16,32,127,2024,35.0
202066,Garrett Temple,2017-18,65,1615.0833333333333,199,476,89,227,60,78,22,130,152,124,57,27,79,135,547,2018,31.0
202066,Garrett Temple,2018-19,75,2040.6,208,493,90,264,80,107,28,188,216,106,76,30,70,204,586,2019,32.0
202066,Garrett Temple,2019-20,62,1729.8166666666666,222,587,127,386,70,87,29,189,218,156,49,29,62,108,641,2020,33.0
202066,Garrett Temple,2020-21,56,1528.25,158,381,67,200,40,50,29,131,160,124,43,30,58,126,423,2021,34.0
202066,Garrett Temple,2021-22,59,1098.3833333333334,111,295,59,185,28,41,29,114,143,74,43,23,42,81,309,2022,35.0
202066,Garrett Temple,2022-23,25,161.83333333333334,18,45,11,26,3,4,5,12,17,13,9,2,4,15,50,2023,36.0
202066,Garrett Temple,2023-24,27,288.76666666666665,29,78,12,40,18,22,18,27,45,28,12,3,14,28,88,2024,37.0
202083,Wesley Matthews,2017-18,63,2131.4333333333334,283,697,153,402,83,101,28,170,198,172,76,16,83,140,802,2018,31.0
202083,Wesley Matthews,2018-19,69,2091.0333333333333,279,698,150,403,132,163,32,138,170,160,54,17,91,160,840,2019,32.0
202083,Wesley Matthews,2019-20,67,1634.8833333333334,167,422,108,297,52,68,22,144,166,92,38,9,43,103,494,2020,33.0
202083,Wesley Matthews,2020-21,58,1129.9333333333334,89,252,66,197,35,41,20,73,93,54,38,17,26,80,279,2021,34.0
202083,Wesley Matthews,2021-22,49,1002.1833333333333,87,220,53,157,22,28,30,62,92,36,23,8,18,87,249,2022,35.0
202083,Wesley Matthews,2022-23,52,820.4333333333334,58,160,39,124,24,28,34,79,113,34,20,13,18,71,179,2023,36.0
202083,Wesley Matthews,2023-24,36,412.8666666666667,34,97,24,69,18,24,9,44,53,23,16,11,8,43,110,2024,37.0
202322,John Wall,2017-18,41,1409.8333333333333,280,667,62,167,175,241,22,128,150,393,57,45,158,80,797,2018,27.0
202322,John Wall,2018-19,32,1103.8,245,552,51,169,122,175,15,101,116,279,49,29,121,71,663,2019,28.0
202322,John Wall,2020-21,40,1288.1,293,726,79,249,158,211,17,112,129,275,42,31,141,46,823,2021,30.0
202322,John Wall,2022-23,34,754.7333333333333,138,339,33,109,77,113,14,78,92,178,27,12,80,59,386,2023,32.0
202323,Evan Turner,2017-18,79,2033.8666666666666,258,577,42,132,91,107,30,214,244,173,47,29,99,163,649,2018,29.0
202323,Evan Turner,2018-19,73,1605.7666666666667,204,443,11,52,75,106,37,291,328,283,33,18,114,110,494,2019,30.0
202323,Evan Turner,2019-20,19,251.46666666666667,25,67,0,5,12,14,8,30,38,38,9,8,26,20,62,2020,31.0
202324,Derrick Favors,2017-18,77,2153.4,395,702,14,63,140,215,198,354,552,102,54,82,88,164,944,2018,26.0
202324,Derrick Favors,2018-19,76,1766.4666666666667,363,619,17,78,154,228,207,353,560,89,56,106,84,163,897,2019,27.0
202324,Derrick Favors,2019-20,51,1242.4666666666667,209,339,1,7,40,71,163,338,501,81,30,46,55,107,459,2020,28.0
202324,Derrick Favors,2020-21,68,1039.2,155,243,0,2,59,80,138,238,376,44,32,68,36,143,369,2021,29.0
202324,Derrick Favors,2021-22,39,652.4833333333333,94,182,2,16,16,25,58,126,184,25,17,12,9,62,206,2022,30.0
202325,Wesley Johnson,2017-18,74,1486.45,150,368,60,177,43,58,29,187,216,61,76,62,55,146,403,2018,30.0
202325,Wesley Johnson,2018-19,38,533.95,45,128,25,76,13,19,12,60,72,23,14,12,18,63,128,2019,31.0
202326,DeMarcus Cousins,2017-18,48,1737.0666666666666,406,864,104,294,294,394,105,512,617,257,79,76,242,183,1210,2018,27.0
202326,DeMarcus Cousins,2018-19,30,770.5833333333334,178,371,26,95,106,144,43,204,247,107,40,44,72,109,488,2019,28.0
202326,DeMarcus Cousins,2020-21,41,712.8833333333333,130,305,47,135,59,81,53,210,263,76,34,24,64,107,366,2021,30.0
202326,DeMarcus Cousins,2021-22,48,717.25,149,324,37,122,95,125,74,196,270,71,35,21,85,139,430,2022,31.0
202327,Ekpe Udoh,2017-18,63,809.7,60,120,0,1,42,56,68,82,150,53,43,74,20,105,162,2018,30.0
202327,Ekpe Udoh,2018-19,51,320.01666666666665,50,72,0,0,19,30,27,63,90,28,10,31,13,36,119,2019,31.0
202328,Greg Monroe,2017-18,51,1040.85,218,386,0,0,88,119,109,241,350,114,44,23,94,95,524,2018,27.0
202328,Greg Monroe,2018-19,43,479.93333333333334,92,189,1,5,45,72,67,105,172,24,14,8,32,66,230,2019,28.0
202328,Greg Monroe,2021-22,14,194.78333333333333,32,57,0,0,12,23,30,34,64,22,8,10,12,24,76,2022,31.0
202329,Al-Farouq Aminu,2017-18,69,2072.1666666666665,230,582,125,339,59,80,97,428,525,84,79,40,79,136,644,2018,27.0
202329,Al-Farouq Aminu,2018-19,81,2291.7,257,593,96,280,150,173,112,498,610,104,68,33,72,143,760,2019,28.0
202329,Al-Farouq Aminu,2019-20,18,380.0833333333333,25,86,9,36,19,29,24,63,87,21,18,8,17,27,78,2020,29.0
202329,Al-Farouq Aminu,2020-21,23,434.1333333333333,38,99,8,37,18,22,22,88,110,31,19,9,28,29,102,2021,30.0
202330,Gordon Hayward,2017-18,1,5.25,1,2,0,1,0,0,0,1,1,0,0,0,0,1,2,2018,27.0
202330,Gordon Hayward,2018-19,72,1863.35,296,635,77,231,156,187,51,271,322,244,62,23,105,104,825,2019,28.0
202330,Gordon Hayward,2019-20,52,1739.9833333333333,350,700,85,222,124,145,55,293,348,212,38,22,96,96,909,2020,29.0
202330,Gordon Hayward,2020-21,44,1496.2,311,658,85,205,156,185,37,221,258,181,52,14,91,74,863,2021,30.0
202330,Gordon Hayward,2021-22,49,1563.8666666666666,283,617,86,220,126,149,38,186,224,177,47,22,81,85,778,2022,31.0
202330,Gordon Hayward,2022-23,50,1576.9,276,581,52,160,129,159,33,182,215,206,42,12,99,70,733,2023,32.0
202330,Gordon Hayward,2023-24,51,1245.2666666666667,187,403,37,90,89,120,38,143,181,158,40,13,66,67,500,2024,33.0
202331,Paul George,2017-18,79,2890.766666666667,576,1340,244,609,338,411,72,375,447,263,161,39,212,233,1734,2018,27.0
202331,Paul George,2018-19,77,2841.3,707,1614,292,757,453,540,105,523,628,318,170,34,205,214,2159,2019,28.0
202331,Paul George,2019-20,48,1418.8833333333334,343,782,157,381,190,217,24,248,272,185,68,20,125,113,1033,2020,29.0
202331,Paul George,2020-21,54,1820.9833333333333,445,953,171,416,198,228,45,314,359,280,62,24,179,132,1259,2021,30.0
202331,Paul George,2021-22,31,1077.4,268,636,91,257,127,148,12,201,213,176,67,13,126,74,754,2022,31.0
202331,Paul George,2022-23,56,1938.9166666666667,459,1004,158,426,256,294,45,297,342,288,83,20,176,159,1332,2023,32.0
202331,Paul George,2023-24,74,2501.8166666666666,582,1236,243,588,264,291,37,351,388,262,113,37,153,202,1671,2024,33.0
202332,Cole Aldrich,2017-18,21,48.7,5,15,0,0,2,6,3,12,15,3,2,1,1,11,12,2018,29.0
202334,Ed Davis,2017-18,78,1470.9333333333334,170,292,0,1,74,111,183,392,575,40,32,52,66,188,414,2018,28.0
202334,Ed Davis,2018-19,81,1446.0,186,302,0,2,100,162,216,478,694,61,35,33,64,226,472,2019,29.0
202334,Ed Davis,2019-20,28,303.4666666666667,22,46,0,0,7,14,35,70,105,12,11,9,13,61,51,2020,30.0
202334,Ed Davis,2020-21,23,298.95,19,44,0,0,10,12,46,69,115,21,13,13,7,56,48,2021,31.0
202334,Ed Davis,2021-22,31,201.38333333333333,11,16,0,0,6,14,14,50,64,7,3,9,5,33,28,2022,32.0
202335,Patrick Patterson,2017-18,82,1269.9333333333334,106,266,66,171,40,46,32,161,193,57,48,23,33,87,318,2018,28.0
202335,Patrick Patterson,2018-19,63,860.6833333333333,82,219,46,137,19,30,42,105,147,31,16,13,22,46,229,2019,29.0
202335,Patrick Patterson,2019-20,59,776.2,95,233,67,172,35,43,35,116,151,41,7,3,21,54,292,2020,30.0
202335,Patrick Patterson,2020-21,38,581.6666666666666,72,165,40,112,13,17,19,56,75,29,14,8,11,45,197,2021,31.0
202337,Luke Babbitt,2017-18,50,714.8000000000001,91,215,60,156,17,22,7,89,96,31,8,7,19,54,259,2018,28.0
202339,Eric Bledsoe,2017-18,74,2321.6,468,989,125,360,252,317,51,233,284,370,149,42,216,185,1313,2018,28.0
202339,Eric Bledsoe,2018-19,78,2271.7,470,971,124,377,177,236,82,280,362,430,116,29,165,156,1241,2019,29.0
202339,Eric Bledsoe,2019-20,61,1646.3,334,703,74,215,169,214,43,239,282,328,57,26,148,128,911,2020,30.0
202339,Eric Bledsoe,2020-21,71,2111.5333333333333,307,730,121,355,134,195,29,215,244,268,55,24,114,112,869,2021,31.0
202339,Eric Bledsoe,2021-22,54,1360.6166666666666,197,468,51,163,89,117,28,154,182,225,69,19,116,85,534,2022,32.0
202340,Avery Bradley,2017-18,46,1433.0833333333333,259,625,75,203,63,82,22,94,116,94,51,8,101,92,656,2018,27.0
202340,Avery Bradley,2018-19,63,1905.4666666666667,248,608,86,245,43,50,43,132,175,152,41,16,89,167,625,2019,28.0
202340,Avery Bradley,2019-20,49,1186.45,170,383,63,173,20,24,18,97,115,63,43,5,47,110,423,2020,29.0
202340,Avery Bradley,2020-21,27,601.95,64,171,33,101,12,15,8,49,57,46,21,3,28,55,173,2021,30.0
202340,Avery Bradley,2021-22,62,1405.9166666666667,148,350,82,210,16,18,31,105,136,47,53,9,38,118,394,2022,31.0
202344,Trevor Booker,2017-18,68,1158.1166666666666,177,343,8,33,66,93,117,201,318,82,28,21,59,119,428,2018,30.0
202347,Quincy Pondexter,2017-18,23,195.7,14,49,3,22,14,17,8,19,27,9,8,2,11,24,45,2018,29.0
202347,Quincy Pondexter,2018-19,53,291.8666666666667,29,58,6,18,34,42,8,38,46,24,11,1,13,24,98,2019,30.0
202348,Jordan Crawford,2017-18,5,53.28333333333333,12,27,8,14,1,1,2,2,4,13,1,1,5,7,33,2018,29.0
202355,Hassan Whiteside,2017-18,54,1364.0833333333333,312,578,2,2,128,182,174,444,618,54,37,94,92,131,754,2018,28.0
202355,Hassan Whiteside,2018-19,72,1674.2166666666667,388,680,2,16,109,243,257,560,817,56,46,136,97,192,887,2019,29.0
202355,Hassan Whiteside,2019-20,67,2008.1166666666666,436,702,4,7,164,239,258,647,905,78,26,196,120,196,1040,2020,30.0
202355,Hassan Whiteside,2020-21,36,545.8833333333333,126,224,0,1,41,79,61,154,215,20,9,46,40,73,293,2021,31.0
202355,Hassan Whiteside,2021-22,65,1162.2333333333333,215,330,0,0,104,167,166,328,494,26,22,103,53,179,534,2022,32.0
202357,Nemanja Bjelica,2017-18,67,1371.0166666666667,171,371,76,183,36,45,53,221,274,86,50,16,52,141,454,2018,29.0
202357,Nemanja Bjelica,2018-19,77,1787.9666666666667,284,593,103,257,70,92,125,319,444,147,54,56,82,197,741,2019,30.0
202357,Nemanja Bjelica,2019-20,72,2011.2166666666667,314,653,134,320,69,84,111,347,458,203,62,40,99,216,831,2020,31.0
202357,Nemanja Bjelica,2020-21,37,595.1833333333333,89,196,27,85,37,51,29,98,127,69,15,5,33,68,242,2021,32.0
202357,Nemanja Bjelica,2021-22,71,1142.4166666666667,160,342,54,149,59,81,62,232,294,159,41,26,87,128,433,2022,33.0
202362,Lance Stephenson,2017-18,82,1850.0666666666666,303,709,67,232,84,127,62,362,424,235,46,17,131,177,757,2018,27.0
202362,Lance Stephenson,2018-19,68,1122.75,184,432,73,197,50,73,32,183,215,140,41,7,86,111,491,2019,28.0
202362,Lance Stephenson,2021-22,46,813.9666666666667,147,323,27,90,63,80,12,115,127,165,24,4,72,96,384,2022,31.0
202379,Jeremy Evans,2017-18,1,5.35,1,1,0,0,0,0,1,0,1,0,0,0,1,1,2,2018,30.0
202389,Timofey Mozgov,2017-18,31,359.48333333333335,52,93,4,18,23,30,32,66,98,11,5,13,33,39,131,2018,31.0
202391,Jeremy Lin,2017-18,1,25.183333333333334,5,12,1,2,7,7,0,0,0,4,0,0,3,3,18,2018,29.0
202391,Jeremy Lin,2018-19,74,1436.3166666666666,238,541,55,187,176,210,22,157,179,231,47,13,124,144,707,2019,30.0
202397,Ish Smith,2017-18,82,2042.6333333333334,389,801,35,101,81,116,27,197,224,360,64,20,108,140,894,2018,29.0
202397,Ish Smith,2018-19,56,1250.9833333333333,205,489,44,135,47,62,23,122,145,203,28,11,61,109,501,2019,30.0
202397,Ish Smith,2019-20,68,1786.9166666666667,308,689,62,169,62,86,30,189,219,334,59,30,95,106,740,2020,31.0
202397,Ish Smith,2020-21,44,923.6,129,297,18,49,19,33,22,128,150,172,32,13,41,62,295,2021,32.0
202397,Ish Smith,2021-22,65,1126.0333333333333,185,430,25,67,15,24,25,115,140,244,47,23,78,78,410,2022,33.0
202397,Ish Smith,2022-23,43,397.9166666666667,52,131,2,12,2,4,5,49,54,100,8,7,44,33,108,2023,34.0
202397,Ish Smith,2023-24,43,740.85,66,158,4,8,3,4,11,65,76,145,17,4,47,49,139,2024,35.0
202498,Lance Thomas,2017-18,73,1353.0666666666666,102,267,50,124,44,53,44,131,175,44,30,14,41,134,298,2018,29.0
202498,Lance Thomas,2018-19,46,783.35,78,197,22,79,27,36,21,96,117,27,17,7,24,83,205,2019,30.0
202498,Lance Thomas,2019-20,7,97.76666666666667,8,23,4,13,4,4,2,11,13,6,0,0,6,11,24,2020,31.0
202681,Kyrie Irving,2017-18,60,1931.4833333333333,534,1087,166,407,232,261,33,194,227,306,65,17,139,122,1466,2018,25.0
202681,Kyrie Irving,2018-19,67,2213.9,604,1241,174,434,214,245,71,264,335,464,103,34,172,167,1596,2019,26.0
202681,Kyrie Irving,2019-20,20,657.9666666666667,199,416,56,142,94,102,22,81,103,128,27,10,52,53,548,2020,27.0
202681,Kyrie Irving,2020-21,54,1886.2666666666667,549,1086,152,378,201,218,52,205,257,324,76,37,130,140,1451,2021,28.0
202681,Kyrie Irving,2021-22,29,1091.5333333333333,289,616,100,239,118,129,16,111,127,167,41,17,73,81,796,2022,29.0
202681,Kyrie Irving,2022-23,60,2240.5833333333335,594,1203,188,496,247,273,59,245,304,331,66,45,128,165,1623,2023,30.0
202681,Kyrie Irving,2023-24,58,2029.6166666666666,562,1131,173,421,190,210,44,246,290,299,74,28,106,112,1487,2024,31.0
202682,Derrick Williams,2017-18,2,8.516666666666666,1,4,0,2,0,0,0,1,1,0,0,0,0,0,2,2018,26.0
202684,Tristan Thompson,2017-18,53,1072.2666666666667,132,235,0,0,43,79,126,226,352,33,16,17,36,102,307,2018,26.0
202684,Tristan Thompson,2018-19,43,1197.7166666666667,201,380,0,0,68,106,173,265,438,86,28,16,59,89,470,2019,27.0
202684,Tristan Thompson,2019-20,57,1721.5333333333333,288,562,9,23,99,161,226,351,577,120,33,50,103,124,684,2020,28.0
202684,Tristan Thompson,2020-21,54,1286.6666666666667,169,326,0,3,71,120,169,270,439,67,24,33,62,119,409,2021,29.0
202684,Tristan Thompson,2021-22,57,896.25,141,267,1,3,61,116,120,168,288,34,23,21,45,98,344,2022,30.0
202684,Tristan Thompson,2023-24,49,548.9333333333334,73,119,0,1,15,52,73,101,174,51,12,14,29,59,161,2024,32.0
202685,Jonas Valanciunas,2017-18,77,1727.2666666666667,390,687,30,74,170,211,183,477,660,81,29,69,115,192,980,2018,25.0
202685,Jonas Valanciunas,2018-19,49,1091.1666666666667,301,538,14,48,147,185,106,313,419,70,19,53,90,146,763,2019,26.0
202685,Jonas Valanciunas,2019-20,70,1845.0833333333333,432,739,32,91,148,200,213,575,788,131,30,76,127,185,1044,2020,27.0
202685,Jonas Valanciunas,2020-21,62,1755.35,440,743,21,57,157,203,253,523,776,112,35,57,100,179,1058,2021,28.0
202685,Jonas Valanciunas,2021-22,74,2240.0666666666666,510,938,57,158,237,289,226,617,843,190,41,60,179,247,1314,2022,29.0
202685,Jonas Valanciunas,2022-23,79,1968.2333333333333,446,816,38,109,185,224,225,579,804,140,20,52,159,245,1115,2023,30.0
202685,Jonas Valanciunas,2023-24,82,1924.85,402,719,37,120,161,205,186,535,721,173,33,68,111,218,1002,2024,31.0
202687,Bismack Biyombo,2017-18,82,1494.9333333333334,183,352,0,1,102,157,144,324,468,66,21,95,84,158,468,2018,25.0
202687,Bismack Biyombo,2018-19,54,782.4333333333334,89,156,0,0,58,91,81,166,247,33,11,41,34,103,236,2019,26.0
202687,Bismack Biyombo,2019-20,53,1029.0666666666666,151,278,0,0,91,151,120,188,308,50,10,49,48,116,393,2020,27.0
202687,Bismack Biyombo,2020-21,66,1348.8,142,242,0,1,47,105,137,210,347,81,17,74,71,141,331,2021,28.0
202687,Bismack Biyombo,2021-22,36,505.9166666666667,86,145,0,0,38,71,63,104,167,23,12,26,25,70,210,2022,29.0
202687,Bismack Biyombo,2022-23,61,874.1,119,206,0,0,25,70,89,171,260,56,18,88,51,114,263,2023,30.0
202687,Bismack Biyombo,2023-24,40,791.45,74,131,0,0,26,54,62,147,209,53,11,37,42,89,174,2024,31.0
202688,Brandon Knight,2018-19,39,736.55,99,260,41,129,27,34,10,49,59,71,21,2,30,62,266,2019,27.0
202688,Brandon Knight,2019-20,25,462.48333333333335,59,167,45,131,20,34,4,37,41,69,10,3,38,40,183,2020,28.0
202688,Brandon Knight,2021-22,5,64.53333333333333,10,25,4,17,8,8,0,8,8,8,1,0,4,5,32,2022,30.0
202689,Kemba Walker,2017-18,80,2735.883333333333,588,1363,231,601,363,420,32,216,248,444,91,24,179,98,1770,2018,27.0
202689,Kemba Walker,2018-19,82,2862.65,731,1684,260,731,380,450,52,309,361,484,102,34,211,131,2102,2019,28.0
202689,Kemba Walker,2019-20,56,1742.4166666666667,378,889,180,473,209,242,36,181,217,268,48,28,117,91,1145,2020,29.0
202689,Kemba Walker,2020-21,43,1369.3833333333332,284,676,127,353,134,149,16,154,170,212,48,12,88,61,829,2021,30.0
202689,Kemba Walker,2021-22,37,947.7,149,370,73,199,60,71,14,97,111,131,26,7,48,37,431,2022,31.0
202689,Kemba Walker,2022-23,9,143.9,24,57,7,28,17,21,3,13,16,19,2,2,4,11,72,2023,32.0
202690,Jimmer Fredette,2018-19,6,64.76666666666667,8,29,0,13,6,6,1,6,7,8,3,0,5,5,22,2019,29.0
202691,Klay Thompson,2017-18,73,2504.233333333333,575,1177,229,520,82,98,31,246,277,185,55,34,128,117,1461,2018,27.0
202691,Klay Thompson,2018-19,78,2652.3333333333335,655,1402,241,599,129,158,37,262,299,186,84,47,115,157,1680,2019,28.0
202691,Klay Thompson,2021-22,32,940.8666666666667,246,573,114,296,46,51,15,110,125,88,16,17,43,54,652,2022,31.0
202691,Klay Thompson,2022-23,69,2278.9166666666665,546,1252,301,731,116,132,39,247,286,163,49,29,123,130,1509,2023,32.0
202691,Klay Thompson,2023-24,77,2284.1833333333334,490,1133,268,692,127,137,35,219,254,176,50,35,117,127,1375,2024,33.0
202692,Alec Burks,2017-18,64,1058.6666666666667,170,414,47,142,107,124,19,173,192,67,37,8,60,75,494,2018,26.0
202692,Alec Burks,2018-19,64,1374.95,192,474,61,168,116,141,30,205,235,128,39,21,65,91,561,2019,27.0
202692,Alec Burks,2019-20,66,1754.2666666666667,321,768,116,301,235,265,48,234,282,189,62,17,91,128,993,2020,28.0
202692,Alec Burks,2020-21,49,1254.5333333333333,210,500,102,246,101,118,21,206,227,107,31,14,49,102,623,2021,29.0
202692,Alec Burks,2021-22,81,2317.7166666666667,285,728,157,389,217,264,47,350,397,239,85,26,91,215,944,2022,30.0
202692,Alec Burks,2022-23,51,1122.4333333333334,200,459,99,239,153,188,19,139,158,114,38,8,58,98,652,2023,31.0
202692,Alec Burks,2023-24,66,1211.6,210,569,124,330,145,167,24,126,150,88,28,12,48,75,689,2024,32.0
202693,Markieff Morris,2017-18,73,1967.7666666666667,330,687,76,207,105,128,75,334,409,142,56,38,127,216,841,2018,28.0
202693,Markieff Morris,2018-19,58,1270.55,204,484,68,203,71,92,61,204,265,79,36,22,54,175,547,2019,29.0
202693,Markieff Morris,2019-20,58,1187.5333333333333,203,458,88,228,66,85,40,178,218,77,31,17,76,133,560,2020,30.0
202693,Markieff Morris,2020-21,61,1200.15,153,378,65,209,36,50,48,218,266,73,22,19,54,105,407,2021,31.0
202693,Markieff Morris,2021-22,17,298.3666666666667,54,114,13,39,8,9,17,28,45,23,6,1,20,33,129,2022,32.0
202693,Markieff Morris,2022-23,35,355.06666666666666,47,115,28,71,10,10,13,58,71,31,9,5,18,48,132,2023,33.0
202693,Markieff Morris,2023-24,26,216.38333333333333,23,68,15,42,5,6,4,35,39,16,5,3,12,12,66,2024,34.0
202694,Marcus Morris Sr.,2017-18,54,1442.05,262,611,86,234,124,154,43,246,289,72,35,12,65,100,734,2018,28.0
202694,Marcus Morris Sr.,2018-19,75,2090.55,377,844,146,389,146,173,76,382,458,109,43,25,92,181,1046,2019,29.0
202694,Marcus Morris Sr.,2019-20,62,1936.3166666666666,355,810,142,348,181,220,59,252,311,86,47,30,97,180,1033,2020,30.0
202694,Marcus Morris Sr.,2020-21,57,1501.9,276,584,140,296,73,89,35,199,234,58,34,15,57,117,765,2021,31.0
202694,Marcus Morris Sr.,2021-22,54,1564.3,300,691,101,275,129,148,26,213,239,113,28,18,69,115,830,2022,32.0
202694,Marcus Morris Sr.,2022-23,65,1825.1333333333334,274,643,112,307,68,87,29,229,258,114,42,21,56,136,728,2023,33.0
202694,Marcus Morris Sr.,2023-24,49,816.9833333333333,116,264,48,119,36,44,23,111,134,36,15,13,30,74,316,2024,34.0
202695,Kawhi Leonard,2017-18,9,209.86666666666667,52,111,11,35,31,38,6,36,42,21,18,9,16,9,146,2018,26.0
202695,Kawhi Leonard,2018-19,60,2040.2,560,1129,112,302,364,426,78,361,439,199,106,24,121,87,1596,2019,27.0
202695,Kawhi Leonard,2019-20,57,1848.1166666666666,532,1133,123,325,356,402,54,348,402,280,103,33,149,113,1543,2020,28.0
202695,Kawhi Leonard,2020-21,52,1772.45,465,908,101,254,261,295,55,282,337,269,81,21,105,82,1292,2021,29.0
202695,Kawhi Leonard,2022-23,52,1747.5166666666667,446,871,104,250,243,279,57,281,338,204,72,28,88,84,1239,2023,31.0
202695,Kawhi Leonard,2023-24,68,2330.05,610,1162,140,336,253,286,84,332,416,244,111,59,119,97,1613,2024,32.0
202696,Nikola Vucevic,2017-18,57,1683.15,399,840,64,204,77,94,101,422,523,191,56,62,109,144,939,2018,27.0
202696,Nikola Vucevic,2018-19,80,2510.2,701,1354,84,231,179,227,224,736,960,307,81,89,159,157,1665,2019,28.0
202696,Nikola Vucevic,2019-20,62,1998.1833333333334,493,1033,98,289,131,167,140,533,673,222,54,47,88,135,1215,2020,29.0
202696,Nikola Vucevic,2020-21,70,2348.116666666667,666,1396,176,440,131,156,146,671,817,269,65,48,126,137,1639,2021,30.0
202696,Nikola Vucevic,2021-22,73,2417.5666666666666,546,1154,104,331,92,121,142,662,804,236,70,71,136,181,1288,2022,31.0
202696,Nikola Vucevic,2022-23,82,2746.3333333333335,597,1148,121,347,132,158,159,744,903,265,60,57,139,179,1447,2023,32.0
202696,Nikola Vucevic,2023-24,76,2609.516666666667,586,1211,92,313,106,129,210,591,801,254,50,60,120,190,1370,2024,33.0
202697,Iman Shumpert,2017-18,14,276.2,22,58,7,26,11,15,7,34,41,17,9,4,16,22,62,2018,27.0
202697,Iman Shumpert,2018-19,62,1480.8,167,446,95,273,36,45,27,156,183,112,59,24,50,127,465,2019,28.0
202697,Iman Shumpert,2019-20,13,240.66666666666666,21,64,8,33,4,7,9,25,34,12,12,2,10,21,54,2020,29.0
202697,Iman Shumpert,2020-21,2,10.983333333333334,1,4,0,3,0,0,1,0,1,0,1,0,1,0,2,2021,30.0
202699,Tobias Harris,2017-18,80,2668.016666666667,562,1221,183,445,179,216,58,379,437,192,71,35,105,164,1486,2018,25.0
202699,Tobias Harris,2018-19,82,2847.8,611,1254,156,393,266,307,69,576,645,229,51,37,151,184,1644,2019,26.0
202699,Tobias Harris,2019-20,72,2469.2,553,1173,131,357,174,216,69,426,495,227,53,40,104,165,1411,2020,27.0
202699,Tobias Harris,2020-21,62,2014.3333333333333,473,924,82,208,182,204,62,357,419,220,55,51,107,119,1210,2021,28.0
202699,Tobias Harris,2021-22,73,2543.1833333333334,493,1022,101,275,170,202,77,419,496,252,47,43,116,164,1257,2022,29.0
202699,Tobias Harris,2022-23,74,2435.9166666666665,423,845,126,324,113,129,67,357,424,186,68,40,89,149,1085,2023,30.0
202699,Tobias Harris,2023-24,70,2367.8,463,951,91,258,187,213,80,373,453,217,70,46,93,115,1204,2024,31.0
202700,Donatas Motiejunas,2018-19,3,12.783333333333333,3,6,0,0,0,2,2,1,3,1,0,1,3,6,6,2019,28.0
202702,Kenneth Faried,2017-18,32,460.75,76,148,0,1,36,51,68,85,153,18,12,13,23,51,188,2018,28.0
202702,Kenneth Faried,2018-19,37,728.1833333333333,156,265,8,25,64,99,97,153,250,20,17,23,33,82,384,2019,29.0
202703,Nikola Mirotic,2017-18,55,1494.0,306,684,135,358,112,137,59,346,405,80,44,39,62,108,859,2018,26.0
202703,Nikola Mirotic,2018-19,46,1245.25,238,542,116,318,105,124,60,279,339,55,31,34,48,107,697,2019,27.0
202704,Reggie Jackson,2017-18,45,1200.9833333333333,246,577,52,169,112,134,29,96,125,238,27,4,99,87,656,2018,27.0
202704,Reggie Jackson,2018-19,82,2288.883333333333,441,1047,174,471,204,236,45,171,216,344,55,9,148,208,1260,2019,28.0
202704,Reggie Jackson,2019-20,31,742.65,134,326,57,145,45,54,17,75,92,126,13,5,51,59,370,2020,29.0
202704,Reggie Jackson,2020-21,67,1544.1333333333332,263,585,122,282,67,82,24,168,192,205,41,7,74,127,715,2021,30.0
202704,Reggie Jackson,2021-22,75,2336.5333333333333,479,1222,167,512,138,163,39,232,271,359,55,15,173,159,1263,2022,31.0
202704,Reggie Jackson,2022-23,68,1656.8666666666668,263,640,96,288,71,78,25,119,144,233,47,6,115,114,693,2023,32.0
202704,Reggie Jackson,2023-24,82,1816.85,326,756,102,284,79,98,33,122,155,308,44,12,106,149,833,2024,33.0
202705,MarShon Brooks,2017-18,7,192.58333333333334,51,102,19,32,20,23,8,13,21,25,11,3,16,6,141,2018,29.0
202705,MarShon Brooks,2018-19,29,386.7833333333333,76,169,15,54,23,33,12,33,45,25,9,4,21,33,190,2019,30.0
202709,Cory Joseph,2017-18,82,2209.9333333333334,256,604,67,190,70,94,39,224,263,260,80,18,87,141,649,2018,26.0
202709,Cory Joseph,2018-19,82,2063.483333333333,226,548,55,171,30,43,39,240,279,321,94,22,80,131,537,2019,27.0
